Authors	RECOMB 2008 Paper Title (Original)	LNCS 4955 Pages	LNCS 4955 DOI	Preprint	Journal Name	Title in Journal Version	Journal Authors	Journal Volume, Issue, and Pages	Journal Publication Year	Journal Version DOI
Caroline C. Friedel, Jan Krumsiek, Ralf Zimmer	Bootstrapping the Interactome: Unsupervised Identification of Protein Complexes in Yeast	3-16	10.1007/978-3-540-78839-3_2							
Sourav Chatterji, Ichitaro Yamazaki, Zhaojun Bai, Jonathan A. Eisen	Compost Bin: A DNA Composition-Based Algorithm for Binning Environmental Shotgun Reads	17-28	10.1007/978-3-540-78839-3_3							
Yu Zhang, Giltae Song, Tomáš Vinař, Eric D. Green, Adam Siepel, Webb Miller	Reconstructing the Evolutionary History of Complex Human Gene Clusters	29-49	10.1007/978-3-540-78839-3_4							
Paul Medvedev and Michael Brudno	Ab Initio Whole Genome Shotgun Assembly with Mated Short Reads	50-64	10.1007/978-3-540-78839-3_5							
Tien-ho Lin, Pradipta Ray, Geir K. Sandve, Selen Uguroglu, Eric P. Xing	BayCis: A Bayesian Hierarchical HMM for Cis-Regulatory Module Decoding in Metazoan Genomes	66-81	10.1007/978-3-540-78839-3_7							
Yanxin Shi, Itamar Simon, Tom Mitchell, Ziv Bar-Joseph	A Combined Expression-Interaction Model for Inferring the Temporal Activity of Transcription Factors	82-97	10.1007/978-3-540-78839-3_8							
Raluca Gordân, Leelavati Narlikar, Alexander J. Hartemink	A Fast, Alignment-Free, Conservation-Based Method for Transcription Factor Binding Site Discovery	98-111	10.1007/978-3-540-78839-3_9							
John Hawkins and Timothy L. Bailey	The Statistical Power of Phylogenetic Motif Models	112-126	10.1007/978-3-540-78839-3_10							
Fuhui Long, Hanchuan Peng, Xiao Liu, Stuart Kim, Gene Myers	Automatic Recognition of Cells (ARC) for 3D Images of C. elegans	128-139	10.1007/978-3-540-78839-3_12							
Ritendra Datta and Marshall Bern	Spectrum Fusion: Using Multiple Mass Spectra for De Novo Peptide Sequencing	140-153	10.1007/978-3-540-78839-3_13							
