Authors	RECOMB 2005 Paper Title (Original)	LNCS 3500 Pages	LNCS 3500 DOI	Preprint	Journal Name	Title in Journal Version	Journal Authors	Journal Volume, Issue, and Pages	Journal Publication Year	Journal Version DOI
Jacob Scott, Trey Ideker, Richard M. Karp, Roded Sharan	Efficient Algorithms for Detecting Signaling Pathways in Protein Interaction Networks	1-13	10.1007/11415770_1							
Ariel Jaimovich, Gal Elidan, Hanah Margalit, Nir Friedman	Towards an Integrated Protein-Protein Interaction Network	14-30	10.1007/11415770_2							
Irit Gat-Viks, Amos Tanay, Daniela Raijman, Ron Shamir	The Factor Graph Network Model for Biological Systems	31-47	10.1007/11415770_3							
Mehmet Koyutürk, Ananth Grama, Wojciech Szpankowski	Pairwise Local Alignment of Protein Interaction Networks Guided by Models of Evolution	48-65	10.1007/11415770_4							
Brendan J. Frey, Quaid D. Morris, Mark Robinson, Timothy R. Hughes	Finding Novel Transcripts in High-Resolution Genome-Wide Microarray Data Using the GenRate Model	66-82	10.1007/11415770_5							
Doron Lipson, Yonatan Aumann, Amir Ben-Dor, Nathan Linial, Zohar Yakhini	Efficient Calculation of Interval Scores for DNA Copy Number Data Analysis	83-100	10.1007/11415770_6							
Kuen-Pin Wu, Jia-Ming Chang, Jun-Bo Chen, Chi-Fon Chang, Wen-Jin Wu, Tai-Huang Huang, Ting-Yi Sung, Wen-Lian Hsu	RIBRA An Error-Tolerant Algorithm for the NMR Backbone Assignment Problem	103-117	10.1007/11415770_9							
Marshall Bern, Jindong Chen, Hao Chi Wong	Avoiding Local Optima in Single Particle Reconstruction	118-132	10.1007/11415770_10							
Chaya Ben-Zaken Zilberstein, Michal Ziv-Ukelson, Ron Y. Pinter, Zohar Yakhini	A High-Throughput Approach for Associating microRNAs with Their Activity Conditions	133-151	10.1007/11415770_11							
Can Alkan, Emre Karakoç, Joseph H. Nadeau, S. Cenk Şahinalp, Kaizhong Zhang	RNA-RNA Interaction Prediction and Antisense RNA Target Search	152-171	10.1007/11415770_12							
Vineet Bafna, Haixu Tang, Shaojie Zhang	Consensus Folding of Unaligned RNA Sequences Revisited	172-187	10.1007/11415770_13							
Kim R. Rasmussen, Jens Stoye, Eugene W. Myers	Efficient q-Gram Filters for Finding All e-Matches over a Given Length	189-203	10.1007/11415770_15							
Sing-Hoi Sze, Yue Lu, Qingwu Yang	A Polynomial Time Solvable Formulation of Multiple Sequence Alignment	204-216	10.1007/11415770_16							
Dan Gusfield, Vikas Bansal	A Fundamental Decomposition Theory for Phylogenetic Networks and Incompatible Characters	217-232	10.1007/11415770_17							
Daniel H. Huson, Tobias Klöpper, Pete J. Lockhart, Mike A. Steel	Reconstruction of Reticulate Networks from Gene Trees	233-249	10.1007/11415770_18							
Dannie Durand, Bjarni V. Halldórsson, Benjamin Vernot	A Hybrid Micro-macroevolutionary Approach to Gene Tree Reconstruction	250-264	10.1007/11415770_19							
Trinh N.D. Huynh, Jesper Jansson, Nguyen Bao Nguyen, Wing-Kin Sung	Constructing a Smallest Refining Galled Phylogenetic Network	265-280	10.1007/11415770_20							
