Authors	RECOMB 2006 Paper Title (Original)	LNCS 3909 Pages	LNCS 3909 DOI	Preprint	Journal Name	Title in Journal Version	Journal Authors	Journal Volume, Issue, and Pages	Journal Publication Year	Journal Version DOI
Balaji S. Srinivasan, Antal F. Novak, Jason A. Flannick, Serafim Batzoglou, Harley H. McAdams	Integrated Protein Interaction Networks for 11 Microbes	1-14	10.1007/11732990_1							
Xiaoduan Ye, Alan M. Friedman, Chris Bailey-Kellogg	Hypergraph Model of Multi-residue Interactions in Proteins: Sequentially-Constrained Partitioning Algorithms for Optimization of Site-Directed Protein Recombination	15-29	10.1007/11732990_2							
Benny Chor, Tamir Tuller	Biological Networks: Comparison, Conservation, and Evolutionary Trees 	30-44	10.1007/11732990_3							
Mehmet Koyutürk, Ananth Grama, Wojciech Szpankowski	Assessing Significance of Connectivity and Conservation in Protein Interaction Networks	45-59	10.1007/11732990_4							
Ling Wang, Marco Ramoni, Paola Sebastiani	Clustering Short Gene Expression Profiles	60-68	10.1007/11732990_5							
Naftali Kaminski, Ziv Bar-Joseph	A Patient-Gene Model for Temporal Expression Profiles in Clinical Studies	69-82	10.1007/11732990_6							
Steffen Grossmann, Sebastian Bauer, Peter N. Robinson, Martin Vingron	An Improved Statistic for Detecting Over-Represented Gene Ontology Annotations in Gene Sets	85-98	10.1007/11732990_9							
Akshay Vashist, Casimir Kulikowski, Ilya Muchnik	Protein Function Annotation Based on Ortholog Clusters Extracted from Incomplete Genomes Using Combinatorial Optimization	99-113	10.1007/11732990_10							
Jim C. Huang, Quaid D. Morris, Brendan J. Frey	Detecting MicroRNA Targets by Linking Sequence, MicroRNA and Gene Expression Data 	114-129	10.1007/11732990_11							
Can Alkan, Emre Karakoc, S. Cenk Sahinalp, Peter Unrau, H. Alexander Ebhardt, Kaizhong Zhang, Jeremy Buhler	RNA Secondary Structure Prediction Via Energy Density Minimization	130-142	10.1007/11732990_12							
Banu Dost, Buhm Han, Shaojie Zhang, Vineet Bafna	Structural Alignment of Pseudoknotted RNA	143-158	10.1007/11732990_13							
Chuong B. Do, Samuel S. Gross, Serafim Batzoglou	CONTRAlign: Discriminative Training for Protein Sequence Alignment	160-174	10.1007/11732990_15							
Michael Cameron, Yaniv Bernstein, Hugh E. Williams	Clustering Near-Identical Sequences for Fast Homology Search	175-189	10.1007/11732990_16							
Adam Siepel, Katherine S. Pollard, David Haussler	New Methods for Detecting Lineage-Specific Selection	190-205	10.1007/11732990_17							
Miklós Csűrös, István Miklós	A Probabilistic Model for Gene Content Evolution with Duplication, Loss, and Horizontal Transfer 	206-220	10.1007/11732990_18							
Nicholas D. Pattengale, Bernard M.E. Moret	A Sublinear-Time Randomized Approximation Scheme for the Robinson-Foulds Metric	221-230	10.1007/11732990_19							
Yun S. Song, Zhihong Ding, Dan Gusfield, Charles H. Langley, Yufeng Wu	Algorithms to Distinguish the Role of Gene-Conversion from Single-Crossover Recombination in the Derivation of SNP Sequences in Populations	231-245	10.1007/11732990_20							
Stanislav Angelov, Boulos Harb, Sampath Kannan, Sanjeev Khanna, Junhyong Kim	Efficient Enumeration of Phylogenetically Informative Substrings	248-264	10.1007/11732990_22							
Sagi Snir, Lior Pachter	Phylogenetic Profiling of Insertions and Deletions in Vertebrate Genomes	265-280	10.1007/11732990_23							
Constantinos Daskalakis, Cameron Hill, Alexandar Jaffe, Radu Mihaescu, Elehanan Mossel, Satish Rao	Maximal Accurate Forests from Distance Matrices	281-295	10.1007/11732990_24							
David Heckerman, Carl Kadie, Jennifer Listgarten	Leveraging Information Across HLA Alleles/Supertypes Improves Epitope Prediction	296-308	10.1007/11732990_25							
