Authors	RECOMB 2010 Paper Title (Original)	LNCS 6044 Pages	LNCS 6044 DOI	Preprint	Journal Name	Title in Journal Version	Journal Authors	Journal Volume, Issue, and Pages	Journal Publication Year	Journal Version DOI
Nir Atias and Roded Sharan	An Algorithmic Framework for Predicting Side-Effects of Drugs	1-14	10.1007/978-3-642-12683-3_1							
Ferhat Ay and Tamer Kahveci	SubMAP: Aligning Metabolic Pathways with Subnetwork Mappings	15-30	10.1007/978-3-642-12683-3_2							
Sivan Bercovici and Dan Geiger	Admixture Aberration Analysis: Application to Mapping in Admixed Population Using Pooled DNA	31-49	10.1007/978-3-642-12683-3_3							
Sivan Bercovici, Itai Sharon, Ron Y. Pinter, Tomer Shlomi	Pathway-Based Functional Analysis of Metagenomes	50-64	10.1007/978-3-642-12683-3_4							
José Caldas and Samuel Kaski	Hierarchical Generative Biclustering for MicroRNA Expression Analysis	65-79	10.1007/978-3-642-12683-3_5							
Salim A. Chowdhury, Rod K. Nibbe, Mark R. Chance, Mehmet Koyutürk	Subnetwork State Functions Define Dysregulated Subnetworks in Cancer	80-95	10.1007/978-3-642-12683-3_6							
Manfred Claassen, Ruedi Aebersold, Joachim M. Buhmann	Proteome Coverage Prediction for Integrated Proteomics Datasets	96-109	10.1007/978-3-642-12683-3_7							
Timothy Danford, Robin Dowell, Sudeep Agarwala, Paula Grisafi, Gerald Fink, David Gifford	Discovering Regulatory Overlapping RNA Transcripts	110-122	10.1007/978-3-642-12683-3_8							
Constantinos Daskalakis and Sebastien Roch	Alignment-Free Phylogenetic Reconstruction	123-137	10.1007/978-3-642-12683-3_9							
Jianxing Feng, Wei Li, Tao Jiang	Inference of Isoforms from Short Sequence Reads	138-157	10.1007/978-3-642-12683-3_10							
Bjarni V. Halldórsson, Derek Aguiar, Ryan Tarpine, Sorin Istrail	The Clark Phase-able Sample Size Problem: Long-Range Phasing and Loss of Heterozygosity in GWAS	158-173	10.1007/978-3-642-12683-3_11							
Michael Hirsch, Bernhard Schölkopf, Michael Habeck	A New Algorithm for Improving the Resolution of Cryo-EM Density Maps	174-188	10.1007/978-3-642-12683-3_12							
Richard Jang, Xin Gao, Ming Li	Towards Automated Structure-Based NMR Resonance Assignment	189-207	10.1007/978-3-642-12683-3_13							
Kyowon Jeong, Sangtae Kim, Nuno Bandeira, Pavel A. Pevzner	Gapped Spectral Dictionaries and Their Applications for Database Searches of Tandem Mass Spectra	208-232	10.1007/978-3-642-12683-3_14							
Wei-Chun Kao and Yun S. Song	naive BayesCall: An Efficient Model-Based Base-Calling Algorithm for High-Throughput Sequencing	233-247	10.1007/978-3-642-12683-3_15							
David R. Kelley and Carl Kingsford	Extracting Between-Pathway Models from E-MAP Interactions Using Expected Graph Compression	248-262	10.1007/978-3-642-12683-3_16							
Yoo-Ah Kim, Stefan Wuchty, Teresa M. Przytycka	Simultaneous Identification of Causal Genes and Dys-Regulated Pathways in Complex Diseases	263-280	10.1007/978-3-642-12683-3_17							
Geoffrey Koh, David Hsu, P.S. Thiagarajan	Incremental Signaling Pathway Modeling by Data Integration	281-296	10.1007/978-3-642-12683-3_18							
