RECOMB 2002 Authors (Original)	RECOMB 2002 Title (Original)	ACM Pages	ACM Proceedings DOI	Preprint	Journal Name	Journal Version Title	Journal Authors	Journal Volume, Issue, and Pages	Journal Publication Year	Journal Version DOI
Nancy M. Amato, Ken A. Dill, Guang Song	Using motion planning to map protein folding landscapes and analyze folding kinetics of known native structures	2–11	10.1145/565196.565198							
Mehmet Serkan Apaydin, Douglas L. Brutlag, Carlos Guestrin, David Hsu, Jean-Claude Latombe	Stochastic roadmap simulation: an efficient representation and algorithm for analyzing molecular motion	12–21	10.1145/565196.565199							
Alberto Apostolico, Mary Ellen Bock, Stefano Lonardi	Monotony of surprise and large-scale quest for unusual words	22–31	10.1145/565196.565200							
Peter F. Arndt, Christopher B. Burge, Terence Hwa	DNA sequence evolution with neighbor-dependent mutation	32–38	10.1145/565196.565201							
Ziv Bar-Joseph, Georg Gerber, David K. Gifford, Tommi S. Jaakkola, Itamar Simon	A new approach to analyzing gene expression time series data	39–48	10.1145/565196.565202							
Amir Ben-Dor, Benny Chor, Richard Karp, Zohar Yakhini	Discovering local structure in gene expression data: the order-preserving submatrix problem	49–57	10.1145/565196.565203							
Amir Ben-Dor, Richard M. Karp, Benno Schwikowski, Ron Shamir	The restriction scaffold problem	58–66	10.1145/565196.565204							
Sèverine Bérard, Éric Rivals	Comparison of minisatellites	67–76	10.1145/565196.565205							
Phil Bradley, Peter S. Kim, Bonnie Berger	Trilogy: discovery of sequence-structure patterns across diverse proteins	77–88	10.1145/565196.565206							
Jeremy Buhler	Provably sensitive Indexing strategies for biosequence similarity search	90–99	10.1145/565196.565208							
Alberto Caprara, Giuseppe Lancia	Structural alignment of large-size proteins via lagrangian relaxation	100–108	10.1145/565196.565209							
Barry Cohen, Steven Skiena	Designing RNA structures: natural and artificial selection	109–116	10.1145/565196.565210							
Minghua Deng, Shipra Mehta, Fengzhu Sun, Ting Chen	Inferring domain-domain interactions from protein-protein interactions	117–126	10.1145/565196.565211							
Chris H. Q. Ding	Analysis of gene expression profiles: class discovery and leaf ordering	127–136	10.1145/565196.565212							
Ron O. Dror, Jonathan G. Murnick, Nicola A. Rinaldi, Voichita D. Marinescu, Ryan M. Rifkin, Richard A. Young	A bayesian approach to transcript estimation from gene array data: the BEAM technique	137–143	10.1145/565196.565213							
Dannie Durand, David Sankoff	Tests for gene clustering	144–154	10.1145/565196.565214							
Nadia El-Mabrouk, Mathieu Raffinot	Approximate matching of secondary structures	156–164	10.1145/565196.565216							
Dan Gusfield	Haplotyping as perfect phylogeny: conceptual framework and efficient solutions	166–175	10.1145/565196.565218							
Eran Halperin, Shay Halperin, Tzvika Hartman, Ron Shamir	Handling long targets and errors in sequencing by hybridization	176–185	10.1145/565196.565219							
Samuel A. Heath, Franco P. Preparata, Joel Young	Sequencing by hybridization using direct and reverse cooperating spectra	186–193	10.1145/565196.565220							
Uri Keich, Pavel A. Pevzner	Finding motifs in the twilight zone	195–204	10.1145/565196.565222							
Christopher James Langmead, Anthony K. Yan, C. Robertson McClung, Bruce Randall Donald	Phase-independent rhythmic analysis of genome-wide expression patterns	205–215	10.1145/565196.565223							
Jia Li, Webb Miller	Significance Of inter-species matches when evolutionary rate varies	216–224	10.1145/565196.565224							
Li Liao, William Stafford Noble	Combining pairwise sequence similarity and support vector machines for remote protein homology detection	225–232	10.1145/565196.565225							
Brendan M. Mumey, Brian W. Bailey, Edward A. Dratz	Revealing protein structures: a new method for mapping antibody epitopes	233–240	10.1145/565196.565226							
Jurg Ott, Josephine Hoh	Set association analysis of SNP case-control and microarray data	241–245	10.1145/565196.565227							
Lior Pachter, Fumei Lam	Picking alignments from (steiner) trees	246–253	10.1145/565196.565228							
Sam Rash, Dan Gusfield	String barcoding: uncovering optimal virus signatures	254–261	10.1145/565196.565229							
Eran Segal, Yoseph Barash, Itamar Simon, Nir Friedman, Daphne Koller	From promoter sequence to expression: a probabilistic framework	263–272	10.1145/565196.565231							
Eran Segal, Daphne Koller	Probabilistic hierarchical clustering for biological data	273–280	10.1145/565196.565232							
Adam C. Siepel	An algorithm to enumerate all sorting reversals	281–290	10.1145/565196.565233							
Saurabh Sinha	Discriminative motifs	291–298	10.1145/565196.565234							
Miguel L. Teodoro, George N. Phillips, Lydia E. Kavraki	A dimensionality reduction approach to modeling protein flexibility	299–308	10.1145/565196.565235							
Andy Wildenberg, Steven Skiena, Pavel Sumazin	Deconvolving sequence variation in mixed DNA populations	311–320	10.1145/565196.565238							
Alexander Zien, Juliane Fluck, Ralf Zimmer, Thomas Lengauer	Microarrays: how many do you need?	321–330	10.1145/565196.565239							
